	gene	betweenness	closeness	degree	clustering_coefficient
0	A1BG	9.361963271076731e-05	0.42811709108826623	0.014589787148995703	0.3908303047246296
1	A1CF	0.0009307306314151384	0.4539948698460954	0.03767362846007795	0.14668856048166393
2	A2M	0.0011325207761821092	0.4667659699159992	0.05266313580493655	0.16190845839802198
3	A2ML1	5.778218140109423e-05	0.3904127775167991	0.006895173378634956	0.26583850931677017
4	A3GALT2	0.0	0.25804579080943896	9.9930048965724e-05	1.0
5	A4GALT	0.00010694743164763122	0.40018842248508324	0.007694613770360748	0.09357309357309357
6	A4GNT	0.00022940769504991532	0.38901438834279667	0.009893074847606676	0.13111111111111112
7	AAAS	0.000163016457105472	0.4537039234767748	0.033576496452483263	0.2964356365691677
8	AACS	0.00011216277318181415	0.44053929476837983	0.017187968422104526	0.27389434063718243
9	AADAC	0.0001640716607749434	0.4068752660706684	0.0174877585690017	0.2733766233766234
10	AADACL2	3.424238131421353e-05	0.3530074424273763	0.004197062056560408	0.2646733111849391
11	AADACL3	9.164382229139961e-07	0.3345877822510065	0.001299090636554412	0.5714285714285714
12	AADACL4	9.978052403395899e-07	0.338408427016022	0.0016988108324173079	0.7124183006535948
13	AADAT	2.2224660021371442e-05	0.3967249180191773	0.009793144798640952	0.3801278086992373
14	AAGAB	2.288644940691527e-05	0.4188762764605338	0.0038972719096632357	0.2948717948717949
15	AAK1	0.002786306622863191	0.4885373271653845	0.07554711701808733	0.13289020290341294
16	AAMDC	9.46418339570813e-06	0.4314995823833495	0.0033976216648346157	0.27563025210084036
17	AAMP	0.00044178874794175907	0.4644974727838258	0.05486159688218247	0.27211790031462163
18	AANAT	0.0020918234958749436	0.47113773045450064	0.06845208354152094	0.1545998169862314
19	AAR2	9.084488223844804e-05	0.43867902877862947	0.019186569401419006	0.2662456822107081
20	AARD	1.2057415144943411e-06	0.3449738314383685	0.001099230538622964	0.1212121212121212
21	AARS1	0.0005471156704853324	0.4746709709461137	0.07734585789947038	0.29123614236892553
22	AARS2	0.00011259453109387936	0.4465495491286268	0.017387828520035974	0.2560262725779967
23	AARSD1	0.00013077040867922978	0.4267979547636591	0.019886079744179073	0.2876381909547739
24	AASDH	3.0328872558069057e-05	0.39291660671339596	0.008893774357949436	0.16878901373283395
25	AASDHPPT	0.0010757047658459366	0.4847708655626284	0.11052263415609073	0.31753872692433976
26	AASS	7.540176715091815e-05	0.440427639916131	0.009793144798640952	0.1807874665017522
27	AATF	7.365948352910987e-05	0.45366085202325857	0.03677425801938643	0.47323848238482386
28	AATK	1.2042611746227731e-05	0.403150968068503	0.005096432497251923	0.14177978883861236
