	Gene	betweenness	closeness	degree	clustering_coefficient
0	A1BG	0.0024188220201565077	0.47829461513756555	0.05669897755942106	0.37433517914596515
1	A1CF	0.0002987762141310991	0.447816172601298	0.016066923383348825	0.22056631892697465
2	A2M	0.0036094970993276153	0.48571739189519747	0.07117248705351215	0.2742016176102727
3	A2ML1	0.001655533164550716	0.43309987155563096	0.018457044217235426	0.17060637204522097
4	A4GALT	0.00035197244481356135	0.4446296618814221	0.009826052317089363	0.1790990990990991
5	A4GNT	0.0007983570976135628	0.40927516317416696	0.011685035187890054	0.2311031664964249
6	AAAS	0.000790438497419231	0.4676313585932594	0.03186827778515469	0.3286652835408022
7	AACS	0.004318123398155589	0.4909075925722448	0.09706546275395034	0.2928879519783514
8	AADAC	0.0024708753000167167	0.46616757095158595	0.04156154561147258	0.24421562442766734
9	AADACL2	0.004033163679634696	0.46376021798365125	0.0426238215376444	0.19165650819450086
10	AADACL3	0.0006355964614973604	0.4519041116674253	0.030407648386668436	0.29493070058857035
11	AADACL4	0.0004154830122405052	0.4486706334262258	0.03014207940512548	0.3208516886930984
12	AADAT	0.001038938786722123	0.4569302753701005	0.028017527552781835	0.35442189036931054
13	AAGAB	0.0001822839481544983	0.39029024438183846	0.005842517593945027	0.09797979797979797
14	AAK1	0.025418519722645593	0.5306273939249978	0.29823396627273935	0.23163683962112736
15	AAMDC	2.695224244120761e-05	0.36292926626185495	0.0018589828708006906	0.13333333333333333
16	AAMP	0.0013267545808007294	0.46075903676584334	0.03956977824990041	0.4458485780341631
17	AANAT	0.002152225718720569	0.4851635672594	0.06001858982870801	0.2846314637910488
18	AAR2	0.0016568692966973946	0.44190301921317476	0.026822467135838534	0.39077208213432185
19	AARD	0.0002673190842250217	0.41959568923011903	0.00942769884477493	0.19483568075117372
20	AARS1	0.00793343303814852	0.49850762922257247	0.12587969725136103	0.2958566201153335
21	AARS2	0.00483928443364802	0.49497299542999584	0.11207011021112734	0.32554754760369053
22	AASDH	0.003900489917031212	0.4862195619643586	0.06918071969193998	0.2534912965781984
23	AASDHPPT	0.0019706579582876313	0.4789226852472196	0.046474571770017264	0.2571591371591372
24	AASS	0.0025230324787669173	0.4601895246433538	0.03558624352675607	0.22254896521111914
25	AATK	9.764150175241476e-05	0.41774193548387095	0.006240871066259461	0.11347517730496454
26	ABAT	0.002175199703502435	0.4798485621459066	0.0618775726995087	0.22244074588047164
27	ABCA1	0.013162334509870829	0.5093339413457976	0.16173150975966008	0.242275088870659
28	ABCA10	0.0020430706572255168	0.47914097270631134	0.05736290001327845	0.37965101360020526
29	ABCA12	0.0022044293839484615	0.483	0.06333820209799496	0.35132408796259745
30	ABCA13	0.009563267229513601	0.49179921844900654	0.07396096135971318	0.28733679529996203
31	ABCA2	0.0023922998645887284	0.4873864783047427	0.07103970256274067	0.32207420839726597
32	ABCA3	0.002517085553040147	0.48352272727272727	0.0654627539503386	0.35130696142759765
33	ABCA4	0.007529875136331448	0.49735611711009686	0.1045013942371531	0.251607660008127
34	ABCA5	0.0010386370532696782	0.47961675746759347	0.059620236356393574	0.38686463746597377
35	ABCA6	0.0021581818970390085	0.4811534112325669	0.061479219227194265	0.3591922990988307
36	ABCA7	0.0025817618914442354	0.48958961152813546	0.07462488381357057	0.3157715087577353
37	ABCA8	0.002589437698952345	0.4800419039432685	0.059620236356393574	0.3796189062113338
38	ABCA9	0.0012991634795337886	0.47792367555424814	0.056167839596335145	0.4009880012489407
39	ABCB1	0.02008345828489505	0.5191587020306191	0.21378303014207942	0.24552320806875094
40	ABCB10	0.004029568773771518	0.49727308141799764	0.1092816359049263	0.3675518172916986
41	ABCB11	0.009399823003797719	0.5055159538357095	0.14818749170096931	0.30079449883360126
42	ABCB4	0.008367722721535749	0.5070218742020598	0.15469393174877175	0.2954895133209167
43	ABCB5	0.004795187958510401	0.5046451867958095	0.13769751693002258	0.3301858220782864
44	ABCB6	0.002839790105308061	0.48255656963871035	0.057761253485592884	0.3161868606980913
45	ABCB7	0.004436789154819795	0.48114045715208786	0.05669897755942106	0.22547002560791438
46	ABCB8	0.004498434802703487	0.49505526468877253	0.10277519585712389	0.38146203217471036
47	ABCB9	0.0027827305883215176	0.4955082349026784	0.10158013544018059	0.39421150531579036
48	ABCC1	0.007800285248930127	0.5059596274171173	0.1448678794316824	0.3034971444687302
49	ABCC10	0.0027247665067861525	0.49654080186713345	0.108086575487983	0.3709259733799611
50	ABCC11	0.002600174251514527	0.49548075856715096	0.1038374717832957	0.3758512900412539
51	ABCC12	0.003945293918839728	0.4993433736622985	0.1207011021112734	0.3499026825759499
52	ABCC2	0.013901963019016696	0.5094791458790661	0.1663789669366618	0.26009538829297724
53	ABCC3	0.004298276941714808	0.5020225855385134	0.12826981808524765	0.3295629478804696
54	ABCC4	0.004347967900954601	0.5028277200979151	0.13105829239144867	0.3190586941986718
55	ABCC5	0.0037386693413348536	0.4997902508599715	0.12030274863895897	0.3447091666240742
56	ABCC6	0.00530460185457574	0.5034368133415967	0.13012880095604834	0.31015207306164055
57	ABCC8	0.018026081854975402	0.5200954570588748	0.2270614792192272	0.24792724066156038
58	ABCC9	0.005081296669432788	0.5004200268817204	0.1195060416943301	0.32721913922801826
59	ABCD1	0.006595832803225782	0.4974668745128605	0.12362236090824592	0.28980098929113096
60	ABCD2	0.0033557575800304586	0.4924090044912242	0.0894967467799761	0.32242224420265964
61	ABCD3	0.0034912973556301984	0.48310445501730104	0.06758730580268224	0.2655880426826919
62	ABCD4	0.0032263608117372414	0.4783330210647467	0.05842517593945027	0.23223046794475366
63	ABCE1	0.023249350024881536	0.5105416523825849	0.18935068384012746	0.22673622611801453
64	ABCF1	0.004634045523065141	0.4850318903514724	0.08365422918603108	0.3209166603778331
65	ABCF2	0.003435701066552866	0.4858890701468189	0.08870003983534723	0.3258729178414471
66	ABCF3	0.004027754001690361	0.4827912254160363	0.07980347895365822	0.3316454856523734
67	ABCG1	0.007518927387813961	0.5039905242674638	0.14964812109945558	0.28265274657504075
68	ABCG2	0.006568744356530969	0.4989808739355019	0.11273403266498473	0.33016836416545414
69	ABCG5	0.005172085885702328	0.49513756129997505	0.10636037710795379	0.2772656374046158
70	ABCG8	0.004176358328546855	0.49338781369923523	0.1002522905324658	0.2957777076982375
71	ABHD1	0.011943282846897475	0.4920700479101272	0.0949409109016067	0.5836777747392272
72	ABHD10	0.0033916900608929527	0.4872004580027807	0.07581994423051387	0.22646442874113626
73	ABHD11	0.003775905649612454	0.4854666956427252	0.07980347895365822	0.2125471943217561
74	ABHD12	0.0019118915260287422	0.44909908777925767	0.020979949541893507	0.16415890454581641
75	ABHD12B	0.0015160381170140269	0.4437354124248895	0.017925906254149516	0.13061002178649236
76	ABHD13	0.002809482347301298	0.48681558158539906	0.0654627539503386	0.48266828719481647
77	ABHD14A	0.001993317066429736	0.4823611973332614	0.07210197848891249	0.23777218069548264
78	ABHD14A-ACY1	0.0013987818427921431	0.48221802482460874	0.07011021112734032	0.41249212350346565
79	ABHD14B	0.002390750298864996	0.4833396440742143	0.0744920993227991	0.24471425580908518
80	ABHD15	0.00024862273107083846	0.416767723880597	0.005709733103173549	0.15961945031712474
81	ABHD16A	0.000835636805148625	0.4434271252047045	0.012216173150975966	0.17975689574567558
82	ABHD16B	7.547047315896879e-05	0.36665982765695526	0.0033196122692869473	0.3261538461538461
83	ABHD17A	0.0011442113298242127	0.4392851875522344	0.014606293984862568	0.1542997542997543
84	ABHD17B	0.0007037317993713706	0.4354319964913991	0.01566856991103439	0.15111807434838342
85	ABHD17C	0.0008379836862096811	0.4326699593259733	0.014207940512548135	0.12062997577016268
86	ABHD18	0.0002737388395500335	0.477859778597786	0.05709733103173549	0.7993417147790427
87	ABHD2	0.0023371957530738635	0.4569886973865903	0.02589297570043819	0.16085818942961802
88	ABHD3	0.002492629217572564	0.47482530488614927	0.04408445093613066	0.376442707768009
89	ABHD4	0.00614418628597962	0.4876790830945559	0.07754614261054309	0.21366935955977054
90	ABHD5	0.0060056780634984855	0.49731459579796855	0.09759660071703626	0.229421768707483
91	ABHD6	0.0008353115388991942	0.4215952251763429	0.01195060416943301	0.23296703296703297
92	ABHD8	4.0148952088530705e-05	0.34754959159859977	0.0017261983800292125	0.14285714285714285
93	ABI1	0.0018984230654908191	0.47533047849562465	0.04010091621298632	0.3367648023080454
94	ABI2	0.0012801185300630742	0.4716423425087752	0.0378435798698712	0.3359833149306834
95	ABI3	0.0010106578608899788	0.4615205826145344	0.02961094144203957	0.2471172325432415
96	ABI3BP	0.00046659017336884073	0.418172032946462	0.008365422918603108	0.19047619047619047
97	ABITRAM	0.0003796743293171872	0.4160787874554725	0.01009162129863232	0.22898154477101842
98	ABL1	0.08172521257735475	0.5647159198634899	0.552649050590891	0.19838586259608598
99	ABL2	0.015256441050096312	0.5394041833931967	0.3626344442969061	0.2907973792576207
100	ABLIM2	0.002136207280537125	0.4428996282527881	0.01832425972646395	0.1241789177353769
101	ABLIM3	0.00014690904443684407	0.4132118661703161	0.007303146992431284	0.25974025974025977
102	ABR	0.00019875691555699536	0.4724653007270324	0.03717965741601381	0.4950686324351805
103	ABRA	0.00030888305182913867	0.4497659435244375	0.01580135440180587	0.334453781512605
104	ABRACL	2.3603812882851896e-05	0.3841821269643356	0.002788474306201036	0.1341991341991342
105	ABRAXAS1	0.0002095183498575497	0.45169851380042464	0.023237285885008632	0.4831818181818182
106	ABRAXAS2	6.734692021137081e-05	0.42438850629304203	0.007170362501659806	0.301010101010101
107	ABT1	0.0006367964908212799	0.46738675593681345	0.05218430487319081	0.5434572015344674
108	ABTB1	0.011025789491486974	0.5240608779801179	0.24950205815960697	0.34920906321832573
